Level of Education,Province,Fields of Study,Type of AI,PE1,PE2,PE3,PE4,PE5,PE6,PE7,PE8,PE9,PE10,PE11,PE12,PE13,PE14,PE15,PE16,PE17,PE18,PE19,PE20,CU1,CU2,CU3,CU4,ATU1,ATU2,ATU3,ATU4,ATU5,AUP1,AUP2,AUP3,AUP4,AUP5,MIUA1,MIUA2,MIUA3,MIUA4,MIUA5,Respondent,Gender,University,Gender_Label,University_Label,Education_Label,Province_Label,Field_Label,AI_Label,PE_Score,CU_Score,ATU_Score,AUP_Score,MIUA_Score,PE_Score_Scaled,CU_Score_Scaled,ATU_Score_Scaled,AUP_Score_Scaled,MIUA_Score_Scaled
2.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,42,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,2.65,2.25,2.0,2.4,1.8,-0.7461057827422536,-0.33292841007504825,-1.502609096363091,-0.4954051730465919,-1.5611065340384978
2.0,4.0,4.7729468599033815,12.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,43,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,2.35,2.25,2.2,2.2,2.0,-1.2997145126401328,-0.33292841007504825,-1.1584529577101839,-0.8669590528315347,-1.2336788477947593
2.0,4.0,7.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,44,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.5,1.25,4.0,2.8,3.0,0.8224522853017386,-1.940752998312806,1.938952290165978,0.2477025865232947,0.4034595834239327
2.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,45,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,4.0,2.25,3.0,3.0,3.0,1.7451335017982046,-0.33292841007504825,0.21817159690144344,0.6192564663082384,0.4034595834239327
2.0,4.0,4.7729468599033815,11.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,46,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.4,2.25,2.6,2.8,1.8,-1.2074463909904865,-0.33292841007504825,-0.4701406804043702,0.2477025865232947,-1.5611065340384978
1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,47,1,1,Male,Public,Associate Degree (D3),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,2.8,2.5,2.6,2.8,3.0,-0.46930141779331397,0.06902773698439121,-0.4701406804043702,0.2477025865232947,0.4034595834239327
1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,48,1,1,Male,Public,Associate Degree (D3),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,3.65,2.0,3.0,2.8,2.6,1.0992566502506782,-0.7348845571344876,0.21817159690144344,0.2477025865232947,-0.251395789063544
2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,49,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,2.1,2.5,3.4,3.6,3.2,-1.7610551208883658,0.06902773698439121,0.9064838742072571,1.7339181056630686,0.7308872696676714
2.0,4.0,4.7729468599033815,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,50,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Eduten,3.25,2.5,2.8,1.8,1.8,0.3611116770535057,0.06902773698439121,-0.12598454175146376,-1.6100668124014217,-1.5611065340384978
2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,51,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,3.0,2.75,3.0,3.0,2.0,-0.10022893119472726,0.4709838840438306,0.21817159690144344,0.6192564663082384,-1.2336788477947593
2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,52,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",DeepL,3.0,2.25,2.2,1.8,3.0,-0.10022893119472726,-0.33292841007504825,-1.1584529577101839,-1.6100668124014217,0.4034595834239327
3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.1242937853107344,2.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,53,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,2.556214689265537,2.0,3.0,2.2,3.2,-0.9191736719382004,-0.7348845571344876,0.21817159690144344,-0.8669590528315347,0.7308872696676714
2.0,4.0,3.0,12.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,54,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Others,3.85,4.0,4.0,4.0,4.0,1.468329136849265,2.480764619341028,1.938952290165978,2.4770258652329553,2.040598014642625
2.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,55,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Canva - IA,3.7,4.0,4.0,4.0,4.0,1.1915247719003255,2.480764619341028,1.938952290165978,2.4770258652329553,2.040598014642625
2.0,4.0,4.7729468599033815,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,56,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.85,1.5,3.6,2.8,4.0,-0.3770332961436669,-1.5387968512533665,1.2506400128601642,0.2477025865232947,2.040598014642625
2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,57,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,3.0,2.0,3.0,3.0,3.0,-0.10022893119472726,-0.7348845571344876,0.21817159690144344,0.6192564663082384,0.4034595834239327
2.0,5.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,58,1,1,Male,Public,Undergraduate (S1),Bengkulu (Bengkulu),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,3.1,3.75,4.0,2.6,2.6,0.0843073121045661,2.0788084722815885,1.938952290165978,-0.12385129326164818,-0.251395789063544
2.0,8.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,59,1,1,Male,Public,Undergraduate (S1),Jambi (Jambi),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,3.05,2.0,3.0,2.4,3.0,-0.00796080954508099,-0.7348845571344876,0.21817159690144344,-0.4954051730465919,0.4034595834239327
2.0,4.0,4.7729468599033815,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,60,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,2.25,2.6,3.0,2.0,-0.00796080954508099,-0.33292841007504825,-0.4701406804043702,0.6192564663082384,-1.2336788477947593
2.0,4.0,1.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,61,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Perplexity.AI,3.5,2.5,2.8,2.6,3.2,0.8224522853017386,0.06902773698439121,-0.12598454175146376,-0.12385129326164818,0.7308872696676714
2.0,4.0,4.7729468599033815,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,62,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.0,3.0,3.0,3.0,3.0,-0.10022893119472726,0.8729400311032701,0.21817159690144344,0.6192564663082384,0.4034595834239327
2.0,2.0,4.7729468599033815,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,63,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,4.0,4.0,4.0,4.0,4.0,1.7451335017982046,2.480764619341028,1.938952290165978,2.4770258652329553,2.040598014642625
2.0,4.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,64,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,2.55,2.0,2.2,2.8,2.0,-0.9306420260415469,-0.7348845571344876,-1.1584529577101839,0.2477025865232947,-1.2336788477947593
2.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,65,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,3.15,1.75,3.4,1.0,2.2,0.17657543375421236,-1.136840704193927,0.9064838742072571,-3.0962823315411954,-0.9062511615510207
2.0,4.0,7.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,66,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.15,2.0,3.0,2.8,3.0,0.17657543375421236,-0.7348845571344876,0.21817159690144344,0.2477025865232947,0.4034595834239327
2.0,2.0,4.7729468599033815,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,67,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.7,1.5,2.4,2.2,3.0,1.1915247719003255,-1.5387968512533665,-0.8142968190572774,-0.8669590528315347,0.4034595834239327
2.0,4.0,7.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,68,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,1.8,2.75,2.2,2.0,2.0,-2.3146638507862454,0.4709838840438306,-1.1584529577101839,-1.2385129326164783,-1.2336788477947593
2.0,4.0,7.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,69,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.95,3.0,3.0,2.6,2.8,-0.19249705284437352,0.8729400311032701,0.21817159690144344,-0.12385129326164818,0.07603189718019399
2.0,4.0,6.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,70,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Economics (Economics, Management, Marketing, Economic Education)",Canva - IA,3.0,3.0,3.0,2.8,2.8,-0.10022893119472726,0.8729400311032701,0.21817159690144344,0.2477025865232947,0.07603189718019399
2.0,4.0,6.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,71,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,2.75,3.0,3.0,2.8,1.6,-0.5615695394429602,0.8729400311032701,0.21817159690144344,0.2477025865232947,-1.8885342202822362
2.0,4.0,4.7729468599033815,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,72,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,4.0,4.0,4.0,4.0,4.0,1.7451335017982046,2.480764619341028,1.938952290165978,2.4770258652329553,2.040598014642625
2.0,4.0,4.7729468599033815,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,73,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,3.6,1.75,2.6,2.6,3.2,1.006988528601032,-1.136840704193927,-0.4701406804043702,-0.12385129326164818,0.7308872696676714
2.0,4.0,4.7729468599033815,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,74,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.35,2.5,4.0,2.8,3.6,0.5456479203527991,0.06902773698439121,1.938952290165978,0.2477025865232947,1.3857426421551482
1.0,4.0,3.0,12.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0581613508442778,3.1242937853107344,3.1707317073170733,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,75,1,1,Male,Public,Associate Degree (D3),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Others,2.6176593421736043,2.75,2.8,2.0,2.0,-0.8057860177533629,0.4709838840438306,-0.12598454175146376,-1.2385129326164783,-1.2336788477947593
2.0,6.0,7.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,76,2,1,Female,Public,Undergraduate (S1),Riau (Pekanbaru),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.55,2.0,1.8,1.8,2.0,0.9147204069513849,-0.7348845571344876,-1.8467652350159978,-1.6100668124014217,-1.2336788477947593
2.0,4.0,1.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,77,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Perplexity.AI,4.0,3.0,3.6,2.4,2.8,1.7451335017982046,0.8729400311032701,1.2506400128601642,-0.4954051730465919,0.07603189718019399
2.0,8.0,4.7729468599033815,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,78,1,1,Male,Public,Undergraduate (S1),Jambi (Jambi),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.95,2.0,2.6,2.6,2.6,1.6528653801485584,-0.7348845571344876,-0.4701406804043702,-0.12385129326164818,-0.251395789063544
2.0,4.0,3.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,79,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Others,4.0,2.0,4.0,3.0,4.0,1.7451335017982046,-0.7348845571344876,1.938952290165978,0.6192564663082384,2.040598014642625
2.0,8.0,4.7729468599033815,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,80,2,1,Female,Public,Undergraduate (S1),Jambi (Jambi),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,4.0,2.75,1.8,2.0,1.8,1.7451335017982046,0.4709838840438306,-1.8467652350159978,-1.2385129326164783,-1.5611065340384978
2.0,4.0,7.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,81,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,2.1,2.0,2.0,2.0,2.0,-1.7610551208883658,-0.7348845571344876,-1.502609096363091,-1.2385129326164783,-1.2336788477947593
2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,82,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,3.95,2.25,2.2,3.0,3.2,1.6528653801485584,-0.33292841007504825,-1.1584529577101839,0.6192564663082384,0.7308872696676714
2.0,4.0,4.7729468599033815,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,83,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.1,2.0,2.8,3.0,3.0,0.0843073121045661,-0.7348845571344876,-0.12598454175146376,0.6192564663082384,0.4034595834239327
2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,84,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,2.75,3.0,3.0,2.8,3.0,-0.5615695394429602,0.8729400311032701,0.21817159690144344,0.2477025865232947,0.4034595834239327
