Respondent,Gender,University,Level of Education,Province,Fields of Study,Type of AI,PE1,PE2,PE3,PE4,PE5,PE6,PE7,PE8,PE9,PE10,PE11,PE12,PE13,PE14,PE15,PE16,PE17,PE18,PE19,PE20,CU1,CU2,CU3,CU4,ATU1,ATU2,ATU3,ATU4,ATU5,AUP1,AUP2,AUP3,AUP4,AUP5,MIUA1,MIUA2,MIUA3,MIUA4,MIUA5,Gender_Label,University_Label,Education_Label,Province_Label,Field_Label,AI_Label,PE_Score,CU_Score,ATU_Score,AUP_Score,MIUA_Score,PE_S,CU_S,ATU_S,AUP_S,MIUA_S
50,1,1,2.0,4.0,0.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),,Eduten,3.25,2.5,2.8,1.8,1.8,-0.35938917242373136,-1.457640112270052,1.176431104526538,0.22074010429329594,1.9336996718686328
51,1,1,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,3.0,2.75,3.0,3.0,2.0,-0.09936344382004134,-0.7003870761672892,0.20753325330374156,0.5736558941360737,0.3813095201548038
52,1,1,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",DeepL,3.0,2.25,2.2,1.8,3.0,0.07398704191575227,1.9499985501923798,1.8223630053417355,-0.132175685549481,-0.23964654053072765
54,1,1,2.0,4.0,3.0,12.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Others,3.85,4.0,4.0,4.0,4.0,-0.012688200952144922,-0.321760558115908,-0.43839864751145585,0.5736558941360737,-1.1710806315590252
55,1,1,2.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Canva - IA,3.7,4.0,4.0,4.0,4.0,0.7673889848589259,0.056865959935473324,-0.1154326971038575,-0.132175685549481,0.6917875504975699
56,1,1,2.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),,ChatGPT,2.85,1.5,3.6,2.8,4.0,-0.09936344382004134,0.8141189960382359,0.20753325330374156,0.5736558941360737,0.3813095201548038
57,1,1,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,3.0,2.0,3.0,3.0,3.0,1.634141413537893,2.328625068243761,1.8223630053417355,2.3382348433499605,1.9336996718686328
58,1,1,2.0,5.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,Male,Public,Undergraduate (S1),Bengkulu (Bengkulu),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,3.1,3.75,4.0,2.6,2.6,-0.8794406296311122,-0.7003870761672892,-1.0843305483266532,0.22074010429329594,-1.1710806315590252
59,1,1,2.0,8.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),Jambi (Jambi),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,3.05,2.0,3.0,2.4,3.0,0.1606622847836487,-1.0790135942186705,0.853465154118939,-2.9555020042917004,-0.8606026012162591
60,2,1,2.0,4.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),,ChatGPT,3.05,2.25,2.6,3.0,2.0,0.1606622847836487,-0.7003870761672892,0.20753325330374156,0.22074010429329594,0.3813095201548038
61,2,1,2.0,4.0,1.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Perplexity.AI,3.5,2.5,2.8,2.6,3.2,1.114089956330513,-1.457640112270052,-0.761364597919055,-0.8380072652350357,0.3813095201548038
62,2,1,2.0,4.0,0.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),,Perplexity.AI,3.0,3.0,3.0,3.0,3.0,-2.179569272649563,0.43549247798685464,-1.0843305483266532,-1.1909230550778134,-1.1710806315590252
63,2,1,2.0,2.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,Public,Undergraduate (S1),North Sumatera (Medan),,ChatGPT,4.0,4.0,4.0,4.0,4.0,-0.18603868668793777,0.8141189960382359,0.20753325330374156,-0.132175685549481,0.07083148981203774
64,2,1,2.0,4.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,2.55,2.0,2.2,2.8,2.0,-0.09936344382004134,0.8141189960382359,0.20753325330374156,0.22074010429329594,0.07083148981203774
65,1,1,2.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,3.15,1.75,3.4,1.0,2.2,-0.532739658159525,0.8141189960382359,0.20753325330374156,0.22074010429329594,-1.7920366922445565
66,2,1,2.0,4.0,7.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.15,2.0,3.0,2.8,3.0,1.634141413537893,2.328625068243761,1.8223630053417355,2.3382348433499605,1.9336996718686328
67,2,1,2.0,2.0,0.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),North Sumatera (Medan),,ChatGPT,3.7,1.5,2.4,2.2,3.0,0.9407394705947195,-1.0790135942186705,-0.43839864751145585,-0.132175685549481,0.6917875504975699
68,2,1,2.0,4.0,7.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,1.8,2.75,2.2,2.0,2.0,0.5073632562552359,0.056865959935473324,1.8223630053417355,0.22074010429329594,1.3127436111831012
69,2,1,2.0,4.0,7.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.95,3.0,3.0,2.6,2.8,0.8540642277268223,-0.7003870761672892,-1.730262449141851,-1.5438388449205906,-1.1710806315590252
70,2,1,2.0,4.0,6.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Economics (Economics, Management, Marketing, Economic Education)",Canva - IA,3.0,3.0,3.0,2.8,2.8,1.634141413537893,0.8141189960382359,1.176431104526538,-0.4850914753922587,0.07083148981203774
71,1,1,2.0,4.0,6.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,2.75,3.0,3.0,2.8,1.6,1.5474661706699968,-0.7003870761672892,-0.43839864751145585,-0.132175685549481,-0.23964654053072765
72,1,1,2.0,4.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),,ChatGPT,4.0,4.0,4.0,4.0,4.0,1.634141413537893,-0.7003870761672892,1.8223630053417355,0.5736558941360737,1.9336996718686328
73,2,1,2.0,4.0,0.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),,Others,3.6,1.75,2.6,2.6,3.2,1.634141413537893,0.43549247798685464,-1.730262449141851,-1.1909230550778134,-1.4815586619017909
74,2,1,2.0,4.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),,ChatGPT,3.35,2.5,4.0,2.8,3.6,-1.6595178154421824,-0.7003870761672892,-1.4072964987342522,-1.1909230550778134,-1.1710806315590252
76,2,1,2.0,6.0,7.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,Female,Public,Undergraduate (S1),Riau (Pekanbaru),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.55,2.0,1.8,1.8,2.0,0.07398704191575227,-0.7003870761672892,-0.1154326971038575,0.5736558941360737,0.3813095201548038
77,2,1,2.0,4.0,1.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Perplexity.AI,4.0,3.0,3.6,2.4,2.8,-0.532739658159525,0.8141189960382359,0.20753325330374156,0.22074010429329594,0.3813095201548038
78,1,1,2.0,8.0,0.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,Male,Public,Undergraduate (S1),Jambi (Jambi),,Canva - IA,3.95,2.0,2.6,2.6,2.6,-0.09936344382004134,-0.7003870761672892,0.853465154118939,0.5736558941360737,0.3813095201548038
79,1,1,2.0,4.0,3.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Others,4.0,2.0,4.0,3.0,4.0,-0.7060901438953185,-0.7003870761672892,-1.0843305483266532,-0.4850914753922587,0.3813095201548038
80,2,1,2.0,8.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,Female,Public,Undergraduate (S1),Jambi (Jambi),,ChatGPT,4.0,2.75,1.8,2.0,1.8,-0.8794406296311122,0.43549247798685464,-0.761364597919055,-0.132175685549481,0.3813095201548038
81,2,1,2.0,4.0,7.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,2.1,2.0,2.0,2.0,2.0,1.634141413537893,0.056865959935473324,0.5304992037113406,0.22074010429329594,0.3813095201548038
82,1,1,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,3.95,2.25,2.2,3.0,3.2,-0.09936344382004134,-0.7003870761672892,-1.4072964987342522,0.22074010429329594,0.3813095201548038
83,1,1,2.0,4.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),,Canva - IA,3.1,2.0,2.8,3.0,3.0,-0.18603868668793777,-0.321760558115908,-0.1154326971038575,0.22074010429329594,0.07083148981203774
84,1,1,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,2.75,3.0,3.0,2.8,3.0,-0.18603868668793777,0.8141189960382359,0.20753325330374156,-0.132175685549481,0.3813095201548038
85,1,1,2.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,3.0,2.0,3.4,3.0,3.0,-0.7060901438953185,-0.321760558115908,-0.761364597919055,-0.4850914753922587,-0.8606026012162591
87,2,1,2.0,4.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,4.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),,Canva - IA,2.65,2.0,2.2,2.4,3.0,-0.532739658159525,-1.0790135942186705,1.4993970549341364,0.9265716839788514,0.07083148981203774
88,1,1,2.0,4.0,3.0,6.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Tome.app,2.55,2.75,2.4,2.6,3.0,-0.9661158724990087,-0.321760558115908,-0.1154326971038575,-1.5438388449205906,0.07083148981203774
89,2,1,2.0,4.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,4.0,2.5,3.2,2.8,3.0,1.5474661706699968,1.1927455140896173,1.8223630053417355,1.2794874738216282,0.07083148981203774
90,2,1,2.0,16.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),,Canva - IA,3.0,2.0,2.0,2.8,3.0,-0.27271392955583496,-0.7003870761672892,-0.43839864751145585,-0.4850914753922587,0.07083148981203774
91,2,1,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,2.95,2.25,2.8,2.8,2.8,-0.09936344382004134,-0.7003870761672892,0.20753325330374156,-1.1909230550778134,0.3813095201548038
92,2,1,2.0,16.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),,ChatGPT,2.95,3.0,3.0,2.6,3.0,-1.8328683011779758,-0.7003870761672892,0.20753325330374156,-1.1909230550778134,-0.5501245708734936
93,1,1,2.0,4.0,7.0,12.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,2.65,2.25,2.4,2.4,2.2,-0.7927653867632151,0.056865959935473324,-0.1154326971038575,0.5736558941360737,-0.23964654053072765
94,1,1,2.0,4.0,3.0,12.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Others,2.85,2.75,2.2,1.8,2.0,0.3340127705194423,0.056865959935473324,-0.761364597919055,-1.5438388449205906,0.07083148981203774
95,2,1,2.0,16.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),,Canva - IA,2.75,1.75,3.8,3.2,2.8,1.5474661706699968,-0.321760558115908,-1.0843305483266532,-1.896754634763368,-1.4815586619017909
96,1,1,2.0,16.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,Male,Public,Undergraduate (S1),Banten (Serang),,ChatGPT,2.5,2.25,2.8,1.8,2.8,-0.18603868668793777,-0.321760558115908,-0.43839864751145585,0.22074010429329594,0.3813095201548038
97,1,1,2.0,16.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,Male,Public,Undergraduate (S1),Banten (Serang),,ChatGPT,3.95,3.25,4.0,3.4,2.8,0.24733752765154587,-0.321760558115908,0.5304992037113406,1.2794874738216282,-0.23964654053072765
